name,cuisine,cost,img_link,rating,n_ratings,address
The Boiler (Esplanade),"Seafood, American",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/13/d5/71/5f/bombdiggity-bag.jpg,4.5,203,"8 Raffles Avenue Esplanade Mall #01-13A Esplanade Annexe, Singapore 039802 Singapore"
IndoChili - Halal Indonesian Restaurant,"Singaporean, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/04/0e/9b/97/indochili-restaurant.jpg,4.5,330,"54 Zion Road, Singapore 247779 Singapore"
Violet Oon Singapore,Singaporean,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/18/40/ce/b3/img-20190707-143455-largejpg.jpg,4.5,147,"78 Airport Boulevard Jewel, Changi Airport, #01-205/206, Singapore 819666 Singapore"
Bedrock Bar and Grill,Steakhouse,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/16/7e/94/double-cut-dry-aged-porterhous.jpg,4.0,542,"96 Somerset Road # 01-05 Pan Pacific Serviced Suites, Orchard, Singapore 238163 Singapore"
Riders Cafe,"Cafe, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/07/a3/bc/97/salmon-with-scrambled.jpg,4.0,625,"51 Fairways Drive, Singapore 286965 Singapore"
Butcher Boy,"Asian, Grill",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/e1/d6/6e/roast-selection.jpg,4.5,176,"31 Keong Saik Road, Singapore 089138 Singapore"
Lantern Rooftop Bar,"Bar, International",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/f8/eb/3a/photo1jpg.jpg,4.0,910,"80 Collyer Quay Clifford Pier Fullerton Bay Hotel, Singapore 049326 Singapore"
The Spot,"Bar, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/e2/65/2a/hand-chopped-beef-tartare.jpg,4.5,117,"5 Straits View The Heart Marina One #01-26/27, Intersection, Plaza Square, Singapore 018935 Singapore"
Chui Huay Lim Teochew Cuisine,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/06/b9/de/19/chui-huay-lim-teochew.jpg,4.0,381,"190 Keng Lee Road #01-02 Chui Huay Lim Club, Singapore 308409 Singapore"
Wine Connection Tapas Bar & Bistro,"French, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/05/38/2a/71/wine-connection-tapas.jpg,4.0,989,"11 Unity Street Robertson Walk Floor 01 Unit 19 20 11 Unity Street, Singapore 237995 Singapore"
Lucca's Trattoria,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1c/bc/dc/9c/photo5jpg.jpg,4.5,190,"77 Tiong Bahru Road Nostalgia Hotel, Singapore 168727 Singapore"
The Marmalade Pantry at Novena,"Cafe, Fusion",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/16/80/d1/marmalade-mac-cheese.jpg,4.0,319,"8 Sinaran Drive, #01-02/04 Oasia Hotel Novena, Singapore 307470 Singapore"
Brewerkz (Riverside Point),"American, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/19/42/51/f6/brewerkz-riverside-point.jpg,4.0,"1,332","30 Merchant Road Riverside Point #01-07 Riverside Point, Singapore 058282 Singapore"
Tiffin Room,Indian,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/03/82/e5/9f/tiffin-room-raffles-hotel.jpg,4.0,880,"1 Beach Street Raffles Hotel Singapore, Singapore 189673 Singapore"
Zam Zam,"Indian, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/03/e4/c9/6e/zam-zam.jpg,4.0,"1,420","699 North Bridge Road Kampong Glam, Singapore 198676 Singapore"
Prive Chijmes,Bar,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/8d/62/e7/prive-chijmes.jpg,4.0,730,"30 Victoria Street #01-33 Chijmes Chijmes, Singapore 187996 Singapore"
Moosehead Kitchen-Bar,"International, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/46/57/67/bone-marrow-ortiz-anchovies.jpg,4.5,293,"110 Telok Ayer Street, Singapore 068579 Singapore"
"Din Tai Fung, Suntec City","Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/ce/2c/6a/pork-chop-rice.jpg,4.5,235,"3 Temasek Boulevard Floor 02 Suntec City Mall 302, Singapore 038983 Singapore"
Fill a Pita,"Mediterranean, Middle Eastern",$,https://media-cdn.tripadvisor.com/media/photo-s/10/e7/45/67/from-the-left-to-the.jpg,4.5,218,"3 Pickering Street Nankin Row 01-29 Nankin Row, China Square Central,, Singapore 048660 Singapore"
Al Borgo,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/10/37/d7/dd/aglio-olio-seafood.jpg,4.5,202,"383 Bukit Timah Road Alocassia Apartments #01-02 Alocassia Apartments, Singapore 259727 Singapore"
fyr,"Bar, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/14/83/61/37/starters-mains-sides.jpg,4.0,305,"19 Boon Tat Street, Singapore 069619 Singapore"
Xiao Ya Tou,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/15/8c/12/45/photo4jpg.jpg,4.0,224,"6 Duxton Hill #01-01, Singapore 089592 Singapore"
HANS IM GLUCK German Burgergrill,German,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/11/6e/f8/ba/hans-im-gluck-german.jpg,4.0,402,"1 Harbourfront Walk Vivo City 01-57 Vivo City Shopping Mall, Singapore 098585 Singapore"
Blu Jaz,"Bar, Pub",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1a/68/84/47/blu-jaz-complete-view.jpg,4.0,367,"11 Bali Lane, Singapore 189848 Singapore"
The Coconut Club,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/b5/97/89/nasi-lemak-and-cendol.jpg,4.0,269,"269 Beach Road, Singapore 199546 Singapore"
Koon Bak Kut Teh Cafe,"Bar, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/22/7a/35/dartslive2-electronic.jpg,4.5,149,"119 Lavender Street, Singapore 338731 Singapore"
Les Bouchons Robertson Quay,"French, Steakhouse",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/06/4a/95/59/les-bouchons-rive-gauche.jpg,4.0,294,"60 Robertson Quay #01-02 the Quayside, Singapore 238252 Singapore"
PS.Cafe Harding,"Cafe, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/30/47/5b/ps-cafe.jpg,4.0,"1,441","28B Harding Road Tanglin Village, Dempsey Road, Singapore 249549 Singapore"
Brasserie Gavroche,"French, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/f9/8b/6e/tartare-de-boeuf-angus.jpg,4.0,324,"66 Tras Street, Singapore 079005 Singapore"
Samy's Curry,"Indian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/19/08/10/3c/photo1jpg.jpg,4.0,623,"25 Dempsey Road Singapore Civil Service Sports Club, Singapore 249670 Singapore"
Prive Keppel Bay,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/8d/60/17/keppel.jpg,4.0,983,"2 Keppel Bay Vista Marina At Keppel Bay, Singapore 098382 Singapore"
Shashlik,"Russian, Fusion",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1a/fd/7c/73/shashlik-of-beef-our.jpg,4.0,430,"545 Orchard Road, 6th Floor Unit 19 Far East Shopping Centre (next to VOCO Hotel), Singapore 238882 Singapore"
Mitsuba Japanese Restaurant,"Japanese, Sushi",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/14/0b/34/2a/buta-enoki-beef-wrapped.jpg,4.0,496,"6 Eu Tong Sen Street The Central #03-88 Clarke Quay Central, Singapore 059817 Singapore"
Long Beach Seafood Restaurant,"Chinese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1a/04/4e/ee/photo0jpg.jpg,4.0,602,"25 Dempsey Road Singapore Civil Service Sports Club, Singapore 249670 Singapore"
The Clifford Pier,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/68/d9/c1/beautiful-dining-area.jpg,4.0,637,"80 Collyer Quay Clifford Pier The Fullerton Bay Hotel, Singapore 049326 Singapore"
Rubato Italian Kitchen & Wine Bar,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0b/fa/63/5e/photo1jpg.jpg,4.0,508,"12 Greenwood Avenue Hillcrest Park, Singapore 289204 Singapore"
Copper Chimney,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/cb/80/07/kadai-prawn.jpg,4.0,399,"100 Syed Alwi Road Opposite Mustafa Centre, Singapore 207676 Singapore"
Khansama Tandoori Restaurant,"Pakistani, Indian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/19/bf/05/22/photo1jpg.jpg,4.0,765,"166 Serangoon Road Little India Junction of Norris Road, Singapore 218050 Singapore"
Pasta Brava Italian Restaurant,"Italian, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/11/f5/5a/68/crayfish-seafood-marinara.jpg,4.0,703,"33 Erskine Road The Scarlet Hotel #01-13 Scarlet Hotel, Singapore 069333 Singapore"
Quentin's Eurasian Restaurant,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/2e/08/9a/eurasian-tasting-set.jpg,4.5,256,"139 Ceylon Road Eurasian Community House Eurasian Community House, Level 1, Singapore 429744 Singapore"
Palm Beach Seafood Restaurant,"Chinese, Seafood",$$$$,https://media-cdn.tripadvisor.com/media/photo-p/15/68/a4/c5/photo0jpg.jpg,4.0,"1,183","1 Fullerton Road One Fullerton #01-09 One Fullerton, Singapore 049213 Singapore"
Xin Cuisine Chinese restaurant,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/1e/b1/01/common-area-4.jpg,4.5,157,"317 Outram Road Singapore 169075 Holiday Inn Singapore Atrium, Singapore 169075 Singapore"
East Coast Lagoon Food Village,"Seafood, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/1a/e1/58/ef/satay-by-the-beach.jpg,4.0,229,"1220 East Coast Parkway, Singapore 468960 Singapore"
Uya Japanese Unagi Restaurant,"Japanese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/13/d9/7d/73/sashimi-rice-bowl-23.jpg,4.5,133,"501 Orchard Road Wheelock Place Wheelock Place #02-15/16, Singapore 238880 Singapore"
Seasonal Tastes,"Seafood, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/18/56/68/a6/seasonal-tastes-seafood.jpg,4.0,510,"12 Marina View Asia Square Tower 2 Level 32, Singapore 018961 Singapore"
The Populus Coffee and Food Co,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/16/d7/76/dd/fried-chicken-burger.jpg,4.0,493,"146 Neil Road, Singapore 088875 Singapore"
The Drunken Poet,"Irish, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/26/90/2a/de/storefront.jpg,4.0,145,"400 Orchard Road Orchard Towers 01 -29C Orchard Towers, Singapore 238875 Singapore"
No Menu,"Italian, Mediterranean",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/74/ef/d5/20201223-210843-largejpg.jpg,4.0,375,"23 Boon Tat Street, Singapore 069621 Singapore"
Ding Dong,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/04/8f/21/e2/ding-dong.jpg,4.0,335,"115 Amoy Street, Singapore 069935 Singapore"
Sushi Jin,"Japanese, Sushi",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/18/22/84/4f/photo1jpg.jpg,4.5,127,"1 Farrer Park Station Road Connexion Access Via One Farrer Hotel & Spa, 01-11 12, Singapore 217562 Singapore"
Mondo Mio,"Italian, Mediterranean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/a5/3e/97/mondo-mio-restaurant.jpg,4.0,276,"30 Robertson Quay Village Residence Robertson Quay Riverside View #01-02A, Singapore 238251 Singapore"
Punjab Grill,"Indian, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/f7/72/1c/kurkuri.jpg,4.0,660,"10 Bayfront Avenue Marina Bay Sands B1-01a, Singapore 018956 Singapore"
Lime Restaurant,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/05/b0/0a/35/lime.jpg,4.0,656,"3 Upper Pickering Street Parkroyal On Pickering PARKROYAL COLLECTION Pickering, Singapore 058289 Singapore"
One-Ninety Restaurant,International,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/16/b5/b0/e6/one-ninety-lunch-semi.jpg,4.5,182,"190 Orchard Boulevard Four Seasons Hotel Four Seasons Hotel, Singapore 248646 Singapore"
PS.Cafe Paragon,"Cafe, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/30/8f/08/ps-cafe.jpg,4.0,364,"290 Orchard Road The Paragon #03-41/42 Level 3 Paragon Shopping Centre, Singapore 238859 Singapore"
JUMBO Seafood (ION Orchard),"Chinese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1a/2c/01/78/dining-area.jpg,4.0,302,"2 Orchard Turn #04-09/10 ION Orchard, Singapore 238801 Singapore"
15 Stamford By Alvin Leung,"Asian, Singaporean",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/17/4b/79/9e/restaurant-interior.jpg,4.0,227,"15 Stamford Road The Capitol Kempinski Hotel Singapore The Capitol Kempinski Hotel, Singapore 178906 Singapore"
LONG BEACH UDMC,"Seafood, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/88/5c/d6/black-pepper-crab.jpg,4.0,706,"#01-04, East Coast Seafood Centre, Singapore 609601 Singapore"
GRUB,"Bar, Cafe",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/11/f7/6a/4b/deluxe-cheeseburger.jpg,4.0,449,"30 Stevens Road 01-06, Singapore 257840 Singapore"
Brotzeit Vivocity,"German, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1a/fb/57/eb/brand-identity.jpg,4.0,599,"1 Harbourfront Walk Vivo City VivoCity #01-149/151, Singapore 098585 Singapore"
Violet Oon Singapore ION,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/e2/98/c8/photo0jpg.jpg,4.0,316,"2 Orchard Turn Ion Orchard ION Orchard #03-28/29, Singapore 238801 Singapore"
The Grand Lobby,British,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/08/49/d6/45/raffles-high-tea.jpg,4.0,561,"1 Beach Road Grand Lobby, Raffles Singapore Hotel, Singapore 189673 Singapore"
Brazil Churrasco,"Steakhouse, Brazilian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/08/9b/27/4e/brazil-churrascaria.jpg,4.0,275,"14/16 Sixth Avenue Bukit Timah Road, Singapore 276476 Singapore"
OverEasy,"American, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/9d/7c/7a/overeasy-fullerton.jpg,4.0,984,"1 Fullerton Road One Fullerton #01-06, Singapore 049213 Singapore"
Mustard,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/6c/0e/f2/mustard.jpg,4.0,301,"Race course road Little India, Singapore Singapore"
Yummy Punjaby,"Bar, Indian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1d/13/ab/63/yummy-punjaby-alexandra.jpg,4.5,241,"321 Alexandra Road Alexandra Central Alexandra Central Mall, #01-07, Singapore 159971 Singapore"
La Nonna,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/35/b9/2a/photo2jpg.jpg,4.0,324,"26/26B Lorong Mambong, Singapore 277685 Singapore"
Kilo Kitchen,"Bar, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/c3/55/a7/kilo-kitchen-entrance.jpg,4.5,295,"97 Duxton Road, Singapore 089541 Singapore"
JUMBO Seafood (Dempsey Hill),"Chinese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/1c/c0/e7/caption.jpg,4.0,"1,165","Block 11 Dempsey Road #01-16, Singapore 249673 Singapore"
Jumbo Seafood (Jewel Changi Aiport),"Chinese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/20/36/8c/20201004-181102-largejpg.jpg,4.5,126,"78 Airport Boulevard Jewel Changi Airport, Singapore 819666 Singapore"
Marche Movenpick,"Swiss, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/08/4b/bc/f8/the-drinks.jpg,4.0,525,"1 Harbourfront Walk Vivo City #03-14 VivoCity, Singapore 098585 Singapore"
Crossings Cafe,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/05/30/87/f8/profiteroles.jpg,4.5,115,"55 Waterloo Street Catholic Centre #01-01, Singapore 187954 Singapore"
Napoleon Food & Wine Bar,"Gastropub, French",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/08/78/d5/d3/napoleon-food-wine-bar.jpg,4.0,417,"206 Telok Ayer Street, Singapore 068641 Singapore"
Katong Kitchen,"International, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/13/09/2f/75/katong-kitchen-interior.jpg,4.0,259,"25 Marine Parade Village Hotel Katong Village Hotel Katong Level 4, Singapore 449536 Singapore"
Chin Chin Eating House,"Chinese, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/0e/23/c6/61/photo3jpg.jpg,4.0,301,"19 Purvis Street, Singapore Singapore"
Kailash Parbat,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/14/07/96/57/new-branch.jpg,4.0,581,"3 Belilios Road Hilton Garden Inn Singapore Serangoon #01-03 Hilton Garden Inn,, Singapore 219924 Singapore"
GRETL German Burger Grill,"European, German",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/26/d4/66/6c/german-burger-grill.jpg,4.0,230,"362 Orchard Road International Building, Singapore 238887 Singapore"
Newton Food Centre,"Chinese, Indian",$,https://media-cdn.tripadvisor.com/media/photo-s/03/05/3f/51/newton-food-centre.jpg,4.0,"1,120","500 Clemenceau Avenue North within walking range of Newton MRT station, Singapore 229495 Singapore"
10 Scotts,"International, Contemporary",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/4e/6b/ff/10-scotts.jpg,4.0,342,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore"
Lime House Caribbean,"Caribbean, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/22/2d/6e/9e/caption.jpg,4.0,284,"2 Jiak Chuan Road, Singapore 089260 Singapore"
Nanbantei,"Japanese, Barbecue",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1a/86/e3/ae/photo0jpg.jpg,4.0,310,"14 Scotts Road # 05 Far East Plaza 132, Singapore 228213 Singapore"
Prive Somerset,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1a/1e/14/93/20191124-133901-largejpg.jpg,4.5,160,"313 Orchard Road #01-28 313 @ Somerset, Singapore 238895 Singapore"
Artichoke,"Mediterranean, Middle Eastern",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1d/cb/b2/04/caption.jpg,4.0,382,"161 Middle Road Sculpture Square, Singapore 188978 Singapore"
Chatterbox,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/22/b7/c5/4d/chatterbox-signature.jpg,4.0,992,"333 Orchard Road Mandarin Orchard Singapore Level 5, Hilton Singapore Orchard, Singapore 238867 Singapore"
Caruso Italian Restaurant,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/16/16/6f/fd/caruso.jpg,4.5,149,"791 Bukit Timah Road #01-01, Singapore 269764 Singapore"
Super Loco Customs House,"Mexican, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/df/5e/b4/fiesta-fridays.jpg,4.5,207,"70 Collyer Quay Customs House #01-04 Customs House, Singapore 049323 Singapore"
Spize,Asian,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/ef/13/e7/spize-rifle-range.jpg,4.0,267,"131 Rifle Range Road #03-04, Temasek Club, Singapore 588406 Singapore"
NAMI Restaurant and Bar,"Japanese, Sushi",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/13/05/75/fb/nami-interior.jpg,4.5,143,"22 Orange Grove Road, Shangri-La Hotel Tower Wing, Lobby Level, Singapore 258350 Singapore"
Al Forno,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/74/e3/d5/hi-i-am-alessandro-di.jpg,4.0,366,"400 East Coast Road Reddoorz Near Marine Parade Central, Singapore 428996 Singapore"
Tandoor,"Indian, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/09/ca/69/18/tandoor-sunday-brunch.jpg,4.0,397,"11 Cavenagh Road Holiday Inn Singapore Orchard City Centre Holiday Inn Singapore Orchard City Centre, Singapore 229616 Singapore"
PS.Cafe Raffles City,"Cafe, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/45/7d/a1/pscafe-raffles-city.jpg,4.0,439,"252 North Bridge Road Raffles City Shopping Centre #03-37, Singapore 179103 Singapore"
Wee Nam Kee Hainanese Chicken Rice Restaurant,"Chinese, Singaporean",$,https://media-cdn.tripadvisor.com/media/photo-s/12/f3/b5/e0/don-t-botherroast-chicken.jpg,4.0,481,"6 Raffles Boulevard Marina Square Marina Square, Singapore 039594 Singapore"
I am...,"Dutch, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/c6/20/59/soft-shell-crab-burger.jpg,4.0,358,"674 North Bridge Road, Singapore 188804 Singapore"
Cafe Iguana,"Mexican, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/05/ab/8d/cb/cafe-iguana.jpg,4.0,595,"30 Merchant Road, Riverside Point #01-03, Singapore 058282 Singapore"
Tamarind Hill Singapore By Samadhi,"Asian, Thai",$$$$,https://media-cdn.tripadvisor.com/media/photo-p/13/d1/e4/46/photo2jpg.jpg,4.0,442,"30 Labrador Villa Road, Singapore 119189 Singapore"
The Dining Room,"International, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1a/86/9f/56/photo0jpg.jpg,4.0,214,"39 Scotts Road Sheraton Towers Hotel Sheraton Towers Singapore, Singapore 228230 Singapore"
Etna Italian Restaurant (Upper East Coast),Italian,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/04/72/62/40/etna-italian-restaurant.jpg,4.0,250,"110, Upper East Coast Road, Singapore 455298 Singapore"
Indian Express,Indian,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/16/af/44/02/indian-express.jpg,4.5,178,"38 Race Course Road, Singapore 218555 Singapore"
Sushi Ayumu by Masa Ishibashi,"Japanese, Sushi",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/20/7b/46/f5/front.jpg,4.5,142,"333A Orchard Road Mandarin Gallery #04-16 Mandarin Gallery, Singapore 238897 Singapore"
The Refinery Restaurant & Bar,"Asian, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/19/95/a8/aa/20191006-123623-largejpg.jpg,4.0,316,"115 King George's Avenue Ann Chuan Industrial Building Unit 01-02, Singapore 208561 Singapore"
Frieda,"German, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/85/7f/22/frieda-dining.jpg,4.5,145,"13 Stamford Road Capitol Piazza Arcade @ The Capitol Kempinski, Singapore 178905 Singapore"
Nassim Hill Bakery,"Cafe, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/42/a9/62/nassim-hill-bakery.jpg,4.0,377,"56 Tanglin Road Tanglin Delivery Base #01-03, Singapore 247964 Singapore"
Herbivore,"Japanese, Sushi",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1b/a2/11/cf/photo0jpg.jpg,4.5,180,"Fortune Center 190 Middle Road, Singapore Singapore"
Salt tapas & bar,"Bar, Mediterranean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/07/7b/27/3c/salt-tapas-bar.jpg,4.0,555,"Raffles City #01-22A 252 North Bridge Road, Singapore 179103 Singapore"
Ristorante Da Valentino,"Italian, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/06/6b/3c/21/ristorante-da-valentino.jpg,4.0,340,"200 Turf Club Road The Grandstand #01-19, Singapore 287994 Singapore"
Uncle Leong Seafood,"Chinese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/26/f5/7f/a3/locals-favourite-dishes.jpg,4.0,257,"6 Tebing Lane Punggol East, Singapore 828835 Singapore"
The Fabulous Baker Boy,"Cafe, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/e7/3b/ce/heart-attack-french-toast.jpg,4.0,448,"28 Aliwal Street #01-01, Singapore 199918 Singapore"
Triple Three,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/39/2f/a9/ham-goes-well-with-both.jpg,4.0,615,"333 Orchard Road Mandarin Orchard Singapore Meritus Mandarin Orchard Hotel, Singapore 238867 Singapore"
